m,TagName,
"2021-12-01 00:00:00","basic","4"
"2021-12-01 00:00:00","c","2090"
"2021-12-01 00:00:00","c#","4997"
"2021-12-01 00:00:00","c++","3545"
"2021-12-01 00:00:00","clojure","31"
"2021-12-01 00:00:00","cobol","7"
"2021-12-01 00:00:00","curl","134"
"2021-12-01 00:00:00","delphi","143"
"2021-12-01 00:00:00","fortran","46"
"2021-12-01 00:00:00","go","710"
"2021-12-01 00:00:00","groovy","119"
"2021-12-01 00:00:00","haskell","221"
"2021-12-01 00:00:00","java","6139"
"2021-12-01 00:00:00","javascript","12987"
"2021-12-01 00:00:00","julia","134"
"2021-12-01 00:00:00","kotlin","1295"
"2021-12-01 00:00:00","matlab","182"
"2021-12-01 00:00:00","objective-c","109"
"2021-12-01 00:00:00","pascal","20"
"2021-12-01 00:00:00","perl","100"
"2021-12-01 00:00:00","php","3217"
"2021-12-01 00:00:00","prolog","84"
"2021-12-01 00:00:00","python","18897"
"2021-12-01 00:00:00","r","3535"
"2021-12-01 00:00:00","ruby","365"
"2021-12-01 00:00:00","rust","623"
"2021-12-01 00:00:00","scala","379"
"2021-12-01 00:00:00","sql","3161"
"2021-12-01 00:00:00","typescript","2633"
"2022-01-01 00:00:00","ada","18"
"2022-01-01 00:00:00","assembly","227"
"2022-01-01 00:00:00","awk","137"
"2022-01-01 00:00:00","bash","882"
"2022-01-01 00:00:00","basic","4"
"2022-01-01 00:00:00","c","1939"
"2022-01-01 00:00:00","c#","5237"
"2022-01-01 00:00:00","c++","3587"
"2022-01-01 00:00:00","clojure","18"
"2022-01-01 00:00:00","cobol","11"
"2022-01-01 00:00:00","coffeescript","4"
"2022-01-01 00:00:00","curl","168"
"2022-01-01 00:00:00","delphi","132"
"2022-01-01 00:00:00","fortran","66"
"2022-01-01 00:00:00","go","737"
"2022-01-01 00:00:00","groovy","117"
"2022-01-01 00:00:00","haskell","191"
"2022-01-01 00:00:00","java","6395"
"2022-01-01 00:00:00","javascript","13853"
"2022-01-01 00:00:00","julia","166"
"2022-01-01 00:00:00","kotlin","1438"
"2022-01-01 00:00:00","matlab","187"
"2022-01-01 00:00:00","objective-c","134"
"2022-01-01 00:00:00","pascal","9"
"2022-01-01 00:00:00","perl","126"
"2022-01-01 00:00:00","php","3358"
"2022-01-01 00:00:00","prolog","66"
"2022-01-01 00:00:00","python","19561"
"2022-01-01 00:00:00","r","3843"
"2022-01-01 00:00:00","ruby","442"
"2022-01-01 00:00:00","rust","607"
"2022-01-01 00:00:00","scala","376"
"2022-01-01 00:00:00","sql","3090"
"2022-01-01 00:00:00","typescript","2951"
"2022-02-01 00:00:00","ada","16"
"2022-02-01 00:00:00","assembly","213"
"2022-02-01 00:00:00","awk","131"
"2022-02-01 00:00:00","bash","875"
"2022-02-01 00:00:00","basic","4"
"2022-02-01 00:00:00","c","1667"
"2022-02-01 00:00:00","c#","5066"
"2022-02-01 00:00:00","c++","3175"
"2022-02-01 00:00:00","clojure","20"
"2022-02-01 00:00:00","cobol","4"
"2022-02-01 00:00:00","coffeescript","2"
"2022-02-01 00:00:00","curl","138"
"2022-02-01 00:00:00","delphi","166"
"2022-02-01 00:00:00","fortran","52"
"2022-02-01 00:00:00","go","640"
"2022-02-01 00:00:00","groovy","138"
"2022-02-01 00:00:00","haskell","237"
"2022-02-01 00:00:00","java","5878"
"2022-02-01 00:00:00","javascript","12725"
"2022-02-01 00:00:00","julia","126"
"2022-02-01 00:00:00","kotlin","1275"
"2022-02-01 00:00:00","matlab","163"
"2022-02-01 00:00:00","objective-c","93"
"2022-02-01 00:00:00","pascal","8"
"2022-02-01 00:00:00","perl","96"
"2022-02-01 00:00:00","php","3103"
"2022-02-01 00:00:00","prolog","41"
"2022-02-01 00:00:00","python","19156"
"2022-02-01 00:00:00","r","3905"
"2022-02-01 00:00:00","ruby","403"
"2022-02-01 00:00:00","rust","493"
"2022-02-01 00:00:00","scala","334"
"2022-02-01 00:00:00","sql","3193"
"2022-02-01 00:00:00","typescript","2831"
"2022-03-01 00:00:00","ada","6"
"2022-03-01 00:00:00","assembly","232"
"2022-03-01 00:00:00","awk","145"
"2022-03-01 00:00:00","bash","904"
"2022-03-01 00:00:00","basic","7"
"2022-03-01 00:00:00","c","1938"
"2022-03-01 00:00:00","c#","5637"
"2022-03-01 00:00:00","c++","3490"
"2022-03-01 00:00:00","clojure","46"
"2022-03-01 00:00:00","cobol","12"
"2022-03-01 00:00:00","coffeescript","3"
"2022-03-01 00:00:00","curl","161"
"2022-03-01 00:00:00","delphi","119"
"2022-03-01 00:00:00","fortran","49"
"2022-03-01 00:00:00","go","755"
"2022-03-01 00:00:00","groovy","152"
"2022-03-01 00:00:00","haskell","152"
"2022-03-01 00:00:00","java","6526"
"2022-03-01 00:00:00","javascript","13489"
"2022-03-01 00:00:00","julia","132"
"2022-03-01 00:00:00","kotlin","1393"
"2022-03-01 00:00:00","matlab","191"
"2022-03-01 00:00:00","objective-c","81"
"2022-03-01 00:00:00","pascal","17"
"2022-03-01 00:00:00","perl","103"
"2022-03-01 00:00:00","php","3113"
"2022-03-01 00:00:00","prolog","54"
"2022-03-01 00:00:00","python","20594"
"2022-03-01 00:00:00","r","4476"
"2022-03-01 00:00:00","ruby","442"
"2022-03-01 00:00:00","rust","556"
"2022-03-01 00:00:00","scala","355"
"2022-03-01 00:00:00","sql","3439"
"2022-03-01 00:00:00","typescript","3034"
"2022-04-01 00:00:00","ada","11"
"2022-04-01 00:00:00","assembly","247"
"2022-04-01 00:00:00","awk","133"
"2022-04-01 00:00:00","bash","905"
"2022-04-01 00:00:00","basic","2"
"2022-04-01 00:00:00","c","1733"
"2022-04-01 00:00:00","c#","5168"
"2022-04-01 00:00:00","c++","3450"
"2022-04-01 00:00:00","clojure","27"
"2022-04-01 00:00:00","cobol","5"
"2022-04-01 00:00:00","coffeescript","4"
"2022-04-01 00:00:00","curl","152"
"2022-04-01 00:00:00","delphi","112"
"2022-04-01 00:00:00","fortran","52"
"2022-04-01 00:00:00","go","707"
"2022-04-01 00:00:00","groovy","110"
"2022-04-01 00:00:00","haskell","162"
"2022-04-01 00:00:00","java","6318"
"2022-04-01 00:00:00","javascript","13383"
"2022-04-01 00:00:00","julia","114"
"2022-04-01 00:00:00","kotlin","1303"
"2022-04-01 00:00:00","matlab","186"
"2022-04-01 00:00:00","objective-c","115"
"2022-04-01 00:00:00","pascal","7"
"2022-04-01 00:00:00","perl","100"
"2022-04-01 00:00:00","php","3161"
"2022-04-01 00:00:00","prolog","71"
"2022-04-01 00:00:00","python","19729"
"2022-04-01 00:00:00","r","4173"
"2022-04-01 00:00:00","ruby","431"
"2022-04-01 00:00:00","rust","560"
"2022-04-01 00:00:00","scala","329"
"2022-04-01 00:00:00","sql","3229"
"2022-04-01 00:00:00","typescript","2692"
"2022-05-01 00:00:00","ada","12"
"2022-05-01 00:00:00","assembly","254"
"2022-05-01 00:00:00","awk","152"
"2022-05-01 00:00:00","bash","810"
"2022-05-01 00:00:00","basic","4"
"2022-05-01 00:00:00","c","1760"
"2022-05-01 00:00:00","c#","5466"
"2022-05-01 00:00:00","c++","3507"
"2022-05-01 00:00:00","clojure","36"
"2022-05-01 00:00:00","cobol","8"
"2022-05-01 00:00:00","coffeescript","4"
"2022-05-01 00:00:00","curl","166"
"2022-05-01 00:00:00","delphi","119"
"2022-05-01 00:00:00","fortran","55"
"2022-05-01 00:00:00","go","602"
"2022-05-01 00:00:00","groovy","126"
"2022-05-01 00:00:00","haskell","165"
"2022-05-01 00:00:00","java","6427"
"2022-05-01 00:00:00","javascript","13214"
"2022-05-01 00:00:00","julia","138"
"2022-05-01 00:00:00","kotlin","1274"
"2022-05-01 00:00:00","matlab","213"
"2022-05-01 00:00:00","objective-c","84"
"2022-05-01 00:00:00","pascal","16"
"2022-05-01 00:00:00","perl","90"
"2022-05-01 00:00:00","php","3350"
"2022-05-01 00:00:00","prolog","63"
"2022-05-01 00:00:00","python","19274"
"2022-05-01 00:00:00","r","4131"
"2022-05-01 00:00:00","ruby","435"
"2022-05-01 00:00:00","rust","599"
"2022-05-01 00:00:00","scala","325"
"2022-05-01 00:00:00","sql","3315"
"2022-05-01 00:00:00","typescript","2777"
"2022-06-01 00:00:00","ada","9"
"2022-06-01 00:00:00","assembly","237"
"2022-06-01 00:00:00","awk","131"
"2022-06-01 00:00:00","bash","798"
"2022-06-01 00:00:00","basic","4"
"2022-06-01 00:00:00","c","1553"
"2022-06-01 00:00:00","c#","5280"
"2022-06-01 00:00:00","c++","3060"
"2022-06-01 00:00:00","clojure","42"
"2022-06-01 00:00:00","cobol","6"
"2022-06-01 00:00:00","coffeescript","3"
"2022-06-01 00:00:00","curl","160"
"2022-06-01 00:00:00","delphi","110"
"2022-06-01 00:00:00","fortran","56"
"2022-06-01 00:00:00","go","674"
"2022-06-01 00:00:00","groovy","140"
"2022-06-01 00:00:00","haskell","131"
"2022-06-01 00:00:00","java","5682"
"2022-06-01 00:00:00","javascript","12544"
"2022-06-01 00:00:00","julia","140"
"2022-06-01 00:00:00","kotlin","1310"
"2022-06-01 00:00:00","matlab","156"
"2022-06-01 00:00:00","objective-c","93"
"2022-06-01 00:00:00","pascal","7"
"2022-06-01 00:00:00","perl","123"
"2022-06-01 00:00:00","php","3180"
"2022-06-01 00:00:00","prolog","53"
"2022-06-01 00:00:00","python","18648"
"2022-06-01 00:00:00","r","3886"
"2022-06-01 00:00:00","ruby","423"
"2022-06-01 00:00:00","rust","668"
"2022-06-01 00:00:00","scala","285"
"2022-06-01 00:00:00","sql","3122"
"2022-06-01 00:00:00","typescript","2839"
"2022-07-01 00:00:00","ada","11"
"2022-07-01 00:00:00","assembly","203"
"2022-07-01 00:00:00","awk","132"
"2022-07-01 00:00:00","bash","851"
"2022-07-01 00:00:00","basic","4"
"2022-07-01 00:00:00","c","1375"
"2022-07-01 00:00:00","c#","5201"
"2022-07-01 00:00:00","c++","2970"
"2022-07-01 00:00:00","clojure","30"
"2022-07-01 00:00:00","cobol","4"
"2022-07-01 00:00:00","coffeescript","2"
"2022-07-01 00:00:00","curl","161"
"2022-07-01 00:00:00","delphi","117"
"2022-07-01 00:00:00","fortran","47"
"2022-07-01 00:00:00","go","678"
"2022-07-01 00:00:00","groovy","100"
"2022-07-01 00:00:00","haskell","157"
"2022-07-01 00:00:00","java","5368"
"2022-07-01 00:00:00","javascript","12653"
"2022-07-01 00:00:00","julia","153"
"2022-07-01 00:00:00","kotlin","1381"
"2022-07-01 00:00:00","matlab","151"
"2022-07-01 00:00:00","objective-c","85"
"2022-07-01 00:00:00","pascal","5"
"2022-07-01 00:00:00","perl","125"
"2022-07-01 00:00:00","php","3070"
"2022-07-01 00:00:00","prolog","37"
"2022-07-01 00:00:00","python","18922"
"2022-07-01 00:00:00","r","3650"
"2022-07-01 00:00:00","ruby","403"
"2022-07-01 00:00:00","rust","623"
"2022-07-01 00:00:00","scala","306"
"2022-07-01 00:00:00","sql","2950"
"2022-07-01 00:00:00","typescript","2916"
"2022-08-01 00:00:00","ada","5"
"2022-08-01 00:00:00","assembly","162"
"2022-08-01 00:00:00","awk","155"
"2022-08-01 00:00:00","bash","786"
"2022-08-01 00:00:00","basic","3"
"2022-08-01 00:00:00","c","1426"
"2022-08-01 00:00:00","c#","5451"
"2022-08-01 00:00:00","c++","2930"
"2022-08-01 00:00:00","clojure","31"
"2022-08-01 00:00:00","cobol","4"
"2022-08-01 00:00:00","coffeescript","1"
"2022-08-01 00:00:00","curl","175"
"2022-08-01 00:00:00","delphi","115"
"2022-08-01 00:00:00","fortran","54"
"2022-08-01 00:00:00","go","786"
"2022-08-01 00:00:00","groovy","133"
"2022-08-01 00:00:00","haskell","117"
"2022-08-01 00:00:00","java","5265"
"2022-08-01 00:00:00","javascript","12978"
"2022-08-01 00:00:00","julia","123"
"2022-08-01 00:00:00","kotlin","1432"
"2022-08-01 00:00:00","matlab","194"
"2022-08-01 00:00:00","objective-c","83"
"2022-08-01 00:00:00","pascal","11"
"2022-08-01 00:00:00","perl","116"
"2022-08-01 00:00:00","php","3101"
"2022-08-01 00:00:00","prolog","26"
"2022-08-01 00:00:00","python","18563"
"2022-08-01 00:00:00","r","3775"
"2022-08-01 00:00:00","ruby","424"
"2022-08-01 00:00:00","rust","757"
"2022-08-01 00:00:00","scala","295"
"2022-08-01 00:00:00","sql","3094"
"2022-08-01 00:00:00","typescript","3040"
"2022-09-01 00:00:00","ada","7"
"2022-09-01 00:00:00","assembly","174"
"2022-09-01 00:00:00","awk","135"
"2022-09-01 00:00:00","bash","689"
"2022-09-01 00:00:00","basic","4"
"2022-09-01 00:00:00","c","1543"
"2022-09-01 00:00:00","c#","4961"
"2022-09-01 00:00:00","c++","2764"
"2022-09-01 00:00:00","clojure","36"
"2022-09-01 00:00:00","cobol","7"
"2022-09-01 00:00:00","coffeescript","1"
"2022-09-01 00:00:00","curl","141"
"2022-09-01 00:00:00","delphi","134"
"2022-09-01 00:00:00","fortran","51"
"2022-09-01 00:00:00","go","783"
"2022-09-01 00:00:00","groovy","135"
"2022-09-01 00:00:00","haskell","153"
"2022-09-01 00:00:00","java","5011"
"2022-09-01 00:00:00","javascript","11819"
"2022-09-01 00:00:00","julia","110"
"2022-09-01 00:00:00","kotlin","1220"
"2022-09-01 00:00:00","matlab","170"
"2022-09-01 00:00:00","objective-c","83"
"2022-09-01 00:00:00","pascal","5"
"2022-09-01 00:00:00","perl","82"
"2022-09-01 00:00:00","php","2822"
"2022-09-01 00:00:00","prolog","29"
"2022-09-01 00:00:00","python","16985"
"2022-09-01 00:00:00","r","3529"
"2022-09-01 00:00:00","ruby","399"
"2022-09-01 00:00:00","rust","625"
"2022-09-01 00:00:00","scala","280"
"2022-09-01 00:00:00","sql","2979"
"2022-09-01 00:00:00","typescript","2849"
"2022-10-01 00:00:00","ada","16"
"2022-10-01 00:00:00","assembly","223"
"2022-10-01 00:00:00","awk","147"
"2022-10-01 00:00:00","bash","749"
"2022-10-01 00:00:00","basic","4"
"2022-10-01 00:00:00","c","1879"
"2022-10-01 00:00:00","c#","5009"
"2022-10-01 00:00:00","c++","2916"
"2022-10-01 00:00:00","clojure","38"
"2022-10-01 00:00:00","cobol","3"
"2022-10-01 00:00:00","curl","152"
"2022-10-01 00:00:00","delphi","137"
"2022-10-01 00:00:00","fortran","40"
"2022-10-01 00:00:00","go","676"
"2022-10-01 00:00:00","groovy","111"
"2022-10-01 00:00:00","haskell","174"
"2022-10-01 00:00:00","java","5251"
"2022-10-01 00:00:00","javascript","11556"
"2022-10-01 00:00:00","julia","113"
"2022-10-01 00:00:00","kotlin","1252"
"2022-10-01 00:00:00","matlab","167"
"2022-10-01 00:00:00","objective-c","82"
"2022-10-01 00:00:00","pascal","15"
"2022-10-01 00:00:00","perl","80"
"2022-10-01 00:00:00","php","2752"
"2022-10-01 00:00:00","prolog","48"
"2022-10-01 00:00:00","python","18396"
"2022-10-01 00:00:00","r","3904"
"2022-10-01 00:00:00","ruby","372"
"2022-10-01 00:00:00","rust","697"
"2022-10-01 00:00:00","scala","292"
"2022-10-01 00:00:00","sql","3016"
"2022-10-01 00:00:00","typescript","2737"
"2022-11-01 00:00:00","ada","11"
"2022-11-01 00:00:00","assembly","267"
"2022-11-01 00:00:00","awk","146"
"2022-11-01 00:00:00","bash","781"
"2022-11-01 00:00:00","basic","2"
"2022-11-01 00:00:00","c","1995"
"2022-11-01 00:00:00","c#","5147"
"2022-11-01 00:00:00","c++","2947"
"2022-11-01 00:00:00","clojure","28"
"2022-11-01 00:00:00","cobol","8"
"2022-11-01 00:00:00","coffeescript","1"
"2022-11-01 00:00:00","curl","160"
"2022-11-01 00:00:00","delphi","107"
"2022-11-01 00:00:00","fortran","48"
"2022-11-01 00:00:00","go","693"
"2022-11-01 00:00:00","groovy","149"
"2022-11-01 00:00:00","haskell","237"
"2022-11-01 00:00:00","java","5379"
"2022-11-01 00:00:00","javascript","11652"
"2022-11-01 00:00:00","julia","139"
"2022-11-01 00:00:00","kotlin","1291"
"2022-11-01 00:00:00","matlab","171"
"2022-11-01 00:00:00","objective-c","96"
"2022-11-01 00:00:00","pascal","9"
"2022-11-01 00:00:00","perl","107"
"2022-11-01 00:00:00","php","2771"
"2022-11-01 00:00:00","prolog","78"
"2022-11-01 00:00:00","python","18742"
"2022-11-01 00:00:00","r","3982"
"2022-11-01 00:00:00","ruby","412"
"2022-11-01 00:00:00","rust","724"
"2022-11-01 00:00:00","scala","293"
"2022-11-01 00:00:00","sql","3090"
"2022-11-01 00:00:00","typescript","2869"
"2022-12-01 00:00:00","ada","16"
"2022-12-01 00:00:00","assembly","258"
"2022-12-01 00:00:00","awk","108"
"2022-12-01 00:00:00","bash","691"
"2022-12-01 00:00:00","basic","3"
"2022-12-01 00:00:00","c","1717"
"2022-12-01 00:00:00","c#","4640"
"2022-12-01 00:00:00","c++","2601"
"2022-12-01 00:00:00","clojure","23"
"2022-12-01 00:00:00","cobol","6"
"2022-12-01 00:00:00","curl","116"
"2022-12-01 00:00:00","delphi","81"
"2022-12-01 00:00:00","fortran","24"
"2022-12-01 00:00:00","go","597"
"2022-12-01 00:00:00","groovy","112"
"2022-12-01 00:00:00","haskell","157"
"2022-12-01 00:00:00","java","4774"
"2022-12-01 00:00:00","javascript","10203"
"2022-12-01 00:00:00","julia","172"
"2022-12-01 00:00:00","kotlin","1161"
"2022-12-01 00:00:00","matlab","138"
"2022-12-01 00:00:00","objective-c","56"
"2022-12-01 00:00:00","pascal","17"
"2022-12-01 00:00:00","perl","94"
"2022-12-01 00:00:00","php","2353"
"2022-12-01 00:00:00","prolog","58"
"2022-12-01 00:00:00","python","15763"
"2022-12-01 00:00:00","r","3203"
"2022-12-01 00:00:00","ruby","341"
"2022-12-01 00:00:00","rust","729"
"2022-12-01 00:00:00","scala","272"
"2022-12-01 00:00:00","sql","2531"
"2022-12-01 00:00:00","typescript","2701"
"2023-01-01 00:00:00","ada","8"
"2023-01-01 00:00:00","assembly","224"
"2023-01-01 00:00:00","awk","128"
"2023-01-01 00:00:00","bash","697"
"2023-01-01 00:00:00","basic","3"
"2023-01-01 00:00:00","c","1430"
"2023-01-01 00:00:00","c#","4681"
"2023-01-01 00:00:00","c++","2401"
"2023-01-01 00:00:00","clojure","26"
"2023-01-01 00:00:00","cobol","4"
"2023-01-01 00:00:00","coffeescript","6"
"2023-01-01 00:00:00","curl","129"
"2023-01-01 00:00:00","delphi","107"
"2023-01-01 00:00:00","fortran","45"
"2023-01-01 00:00:00","go","686"
"2023-01-01 00:00:00","groovy","132"
"2023-01-01 00:00:00","haskell","126"
"2023-01-01 00:00:00","java","4666"
"2023-01-01 00:00:00","javascript","9975"
"2023-01-01 00:00:00","julia","113"
"2023-01-01 00:00:00","kotlin","1221"
"2023-01-01 00:00:00","matlab","122"
"2023-01-01 00:00:00","objective-c","54"
"2023-01-01 00:00:00","pascal","12"
"2023-01-01 00:00:00","perl","71"
"2023-01-01 00:00:00","php","2523"
"2023-01-01 00:00:00","prolog","45"
"2023-01-01 00:00:00","python","14890"
"2023-01-01 00:00:00","r","3251"
"2023-01-01 00:00:00","ruby","326"
"2023-01-01 00:00:00","rust","743"
"2023-01-01 00:00:00","scala","229"
"2023-01-01 00:00:00","sql","2490"
"2023-01-01 00:00:00","typescript","2708"
"2023-02-01 00:00:00","ada","6"
"2023-02-01 00:00:00","assembly","169"
"2023-02-01 00:00:00","awk","108"
"2023-02-01 00:00:00","bash","614"
"2023-02-01 00:00:00","basic","2"
"2023-02-01 00:00:00","c","1226"
"2023-02-01 00:00:00","c#","4100"
"2023-02-01 00:00:00","c++","2030"
"2023-02-01 00:00:00","clojure","12"
"2023-02-01 00:00:00","cobol","10"
"2023-02-01 00:00:00","curl","136"
"2023-02-01 00:00:00","delphi","121"
"2023-02-01 00:00:00","fortran","56"
"2023-02-01 00:00:00","go","617"
"2023-02-01 00:00:00","groovy","107"
"2023-02-01 00:00:00","haskell","98"
"2023-02-01 00:00:00","java","4073"
"2023-02-01 00:00:00","javascript","8437"
"2023-02-01 00:00:00","julia","94"
"2023-02-01 00:00:00","kotlin","1062"
"2023-02-01 00:00:00","matlab","118"
"2023-02-01 00:00:00","objective-c","55"
"2023-02-01 00:00:00","pascal","17"
"2023-02-01 00:00:00","perl","78"
"2023-02-01 00:00:00","php","2008"
"2023-02-01 00:00:00","prolog","16"
"2023-02-01 00:00:00","python","12962"
"2023-02-01 00:00:00","r","3258"
"2023-02-01 00:00:00","ruby","312"
"2023-02-01 00:00:00","rust","653"
"2023-02-01 00:00:00","scala","218"
"2023-02-01 00:00:00","sql","2182"
"2023-02-01 00:00:00","typescript","2458"
"2023-03-01 00:00:00","ada","12"
"2023-03-01 00:00:00","assembly","160"
"2023-03-01 00:00:00","awk","95"
"2023-03-01 00:00:00","bash","566"
"2023-03-01 00:00:00","basic","2"
"2023-03-01 00:00:00","c","1178"
"2023-03-01 00:00:00","c#","4221"
"2023-03-01 00:00:00","c++","2322"
"2023-03-01 00:00:00","clojure","11"
"2023-03-01 00:00:00","cobol","16"
"2023-03-01 00:00:00","coffeescript","2"
"2023-03-01 00:00:00","curl","145"
"2023-03-01 00:00:00","delphi","120"
"2023-03-01 00:00:00","fortran","47"
"2023-03-01 00:00:00","go","594"
"2023-03-01 00:00:00","groovy","124"
"2023-03-01 00:00:00","haskell","110"
"2023-03-01 00:00:00","java","4429"
"2023-03-01 00:00:00","javascript","8426"
"2023-03-01 00:00:00","julia","116"
"2023-03-01 00:00:00","kotlin","1052"
"2023-03-01 00:00:00","matlab","135"
"2023-03-01 00:00:00","objective-c","59"
"2023-03-01 00:00:00","pascal","7"
"2023-03-01 00:00:00","perl","93"
"2023-03-01 00:00:00","php","1880"
"2023-03-01 00:00:00","prolog","28"
"2023-03-01 00:00:00","python","12722"
"2023-03-01 00:00:00","r","3275"
"2023-03-01 00:00:00","ruby","263"
"2023-03-01 00:00:00","rust","673"
"2023-03-01 00:00:00","scala","220"
"2023-03-01 00:00:00","sql","2333"
"2023-03-01 00:00:00","typescript","2460"
"2023-04-01 00:00:00","ada","4"
"2023-04-01 00:00:00","assembly","177"
"2023-04-01 00:00:00","awk","92"
"2023-04-01 00:00:00","bash","430"
"2023-04-01 00:00:00","basic","6"
"2023-04-01 00:00:00","c","1092"
"2023-04-01 00:00:00","c#","3294"
"2023-04-01 00:00:00","c++","1763"
"2023-04-01 00:00:00","clojure","27"
"2023-04-01 00:00:00","cobol","9"
"2023-04-01 00:00:00","curl","87"
"2023-04-01 00:00:00","delphi","113"
"2023-04-01 00:00:00","fortran","46"
"2023-04-01 00:00:00","go","477"
"2023-04-01 00:00:00","groovy","72"
"2023-04-01 00:00:00","haskell","89"
"2023-04-01 00:00:00","java","3562"
"2023-04-01 00:00:00","javascript","6515"
"2023-04-01 00:00:00","julia","79"
"2023-04-01 00:00:00","kotlin","938"
"2023-04-01 00:00:00","matlab","120"
"2023-04-01 00:00:00","objective-c","40"
"2023-04-01 00:00:00","pascal","11"
"2023-04-01 00:00:00","perl","55"
"2023-04-01 00:00:00","php","1580"
"2023-04-01 00:00:00","prolog","21"
"2023-04-01 00:00:00","python","9994"
"2023-04-01 00:00:00","r","2571"
"2023-04-01 00:00:00","ruby","198"
"2023-04-01 00:00:00","rust","488"
"2023-04-01 00:00:00","scala","201"
"2023-04-01 00:00:00","sql","1619"
"2023-04-01 00:00:00","typescript","1955"
"2023-05-01 00:00:00","ada","5"
"2023-05-01 00:00:00","assembly","158"
"2023-05-01 00:00:00","awk","77"
"2023-05-01 00:00:00","bash","429"
"2023-05-01 00:00:00","basic","1"
"2023-05-01 00:00:00","c","977"
"2023-05-01 00:00:00","c#","3218"
"2023-05-01 00:00:00","c++","1625"
"2023-05-01 00:00:00","clojure","21"
"2023-05-01 00:00:00","cobol","8"
"2023-05-01 00:00:00","coffeescript","1"
"2023-05-01 00:00:00","curl","74"
"2023-05-01 00:00:00","delphi","100"
"2023-05-01 00:00:00","fortran","33"
"2023-05-01 00:00:00","go","390"
"2023-05-01 00:00:00","groovy","84"
"2023-05-01 00:00:00","haskell","68"
"2023-05-01 00:00:00","java","3289"
"2023-05-01 00:00:00","javascript","6096"
"2023-05-01 00:00:00","julia","102"
"2023-05-01 00:00:00","kotlin","939"
"2023-05-01 00:00:00","matlab","105"
"2023-05-01 00:00:00","objective-c","60"
"2023-05-01 00:00:00","pascal","6"
"2023-05-01 00:00:00","perl","52"
"2023-05-01 00:00:00","php","1606"
"2023-05-01 00:00:00","prolog","18"
"2023-05-01 00:00:00","python","9495"
"2023-05-01 00:00:00","r","2346"
"2023-05-01 00:00:00","ruby","222"
"2023-05-01 00:00:00","rust","559"
"2023-05-01 00:00:00","scala","161"
"2023-05-01 00:00:00","sql","1588"
"2023-05-01 00:00:00","typescript","1871"
"2023-06-01 00:00:00","ada","6"
"2023-06-01 00:00:00","assembly","139"
"2023-06-01 00:00:00","awk","67"
"2023-06-01 00:00:00","bash","350"
"2023-06-01 00:00:00","basic","1"
"2023-06-01 00:00:00","c","813"
"2023-06-01 00:00:00","c#","3232"
"2023-06-01 00:00:00","c++","1641"
"2023-06-01 00:00:00","clojure","14"
"2023-06-01 00:00:00","cobol","7"
"2023-06-01 00:00:00","coffeescript","1"
"2023-06-01 00:00:00","curl","95"
"2023-06-01 00:00:00","delphi","107"
"2023-06-01 00:00:00","fortran","36"
"2023-06-01 00:00:00","go","494"
"2023-06-01 00:00:00","groovy","62"
"2023-06-01 00:00:00","haskell","67"
"2023-06-01 00:00:00","java","3305"
"2023-06-01 00:00:00","javascript","5840"
"2023-06-01 00:00:00","julia","74"
"2023-06-01 00:00:00","kotlin","843"
"2023-06-01 00:00:00","matlab","114"
"2023-06-01 00:00:00","objective-c","36"
"2023-06-01 00:00:00","pascal","4"
"2023-06-01 00:00:00","perl","54"
"2023-06-01 00:00:00","php","1550"
"2023-06-01 00:00:00","prolog","16"
"2023-06-01 00:00:00","python","9024"
"2023-06-01 00:00:00","r","2201"
"2023-06-01 00:00:00","ruby","190"
"2023-06-01 00:00:00","rust","432"
"2023-06-01 00:00:00","scala","136"
"2023-06-01 00:00:00","sql","1591"
"2023-06-01 00:00:00","typescript","1708"
"2023-07-01 00:00:00","ada","8"
"2023-07-01 00:00:00","assembly","150"
"2023-07-01 00:00:00","awk","66"
"2023-07-01 00:00:00","bash","363"
"2023-07-01 00:00:00","basic","1"
"2023-07-01 00:00:00","c","838"
"2023-07-01 00:00:00","c#","3269"
"2023-07-01 00:00:00","c++","1656"
"2023-07-01 00:00:00","clojure","9"
"2023-07-01 00:00:00","cobol","10"
"2023-07-01 00:00:00","coffeescript","1"
"2023-07-01 00:00:00","curl","88"
"2023-07-01 00:00:00","delphi","92"
"2023-07-01 00:00:00","fortran","39"
"2023-07-01 00:00:00","go","488"
"2023-07-01 00:00:00","groovy","59"
"2023-07-01 00:00:00","haskell","58"
"2023-07-01 00:00:00","java","3136"
"2023-07-01 00:00:00","javascript","5892"
"2023-07-01 00:00:00","julia","83"
"2023-07-01 00:00:00","kotlin","771"
"2023-07-01 00:00:00","matlab","115"
"2023-07-01 00:00:00","objective-c","41"
"2023-07-01 00:00:00","pascal","3"
"2023-07-01 00:00:00","perl","65"
"2023-07-01 00:00:00","php","1442"
"2023-07-01 00:00:00","prolog","9"
"2023-07-01 00:00:00","python","8971"
"2023-07-01 00:00:00","r","2017"
"2023-07-01 00:00:00","ruby","200"
"2023-07-01 00:00:00","rust","527"
"2023-07-01 00:00:00","scala","144"
"2023-07-01 00:00:00","sql","1340"
"2023-07-01 00:00:00","typescript","1889"
"2023-08-01 00:00:00","ada","8"
"2023-08-01 00:00:00","assembly","135"
"2023-08-01 00:00:00","awk","76"
"2023-08-01 00:00:00","bash","394"
